114.36573399,30.59620334,1012.000000,0.000000
114.36229756,30.59828565,1012.000000,50.297590
114.35886097,30.60036787,1012.000000,100.595180
114.35542424,30.60245001,1012.000000,150.892769
114.35198736,30.60453205,1012.000000,201.190359
114.34855034,30.60661400,1012.000000,251.487949
114.34511316,30.60869586,1012.000000,301.785539
114.34167584,30.61077763,1012.000000,352.083129
114.33823837,30.61285931,1012.000000,402.380719
114.33480076,30.61494090,1012.000000,452.678308
114.33136299,30.61702240,1012.000000,502.975898
114.32792508,30.61910380,1012.000000,553.273488
114.32448702,30.62118512,1012.000000,603.571078
114.32104882,30.62326635,1012.000000,653.868668
114.31761046,30.62534749,1012.000000,704.166257
114.31417196,30.62742853,1012.000000,754.463847
114.31073331,30.62950949,1012.000000,804.761437
114.30729452,30.63159035,1012.000000,855.059027
114.30385557,30.63367113,1012.000000,905.356617
114.30041648,30.63575181,1012.000000,955.654206
114.29697724,30.63783241,1012.000000,1005.951796
114.29353785,30.63991291,1012.000000,1056.249386
114.29009832,30.64199332,1012.000000,1106.546976
114.28665864,30.64407364,1012.000000,1156.844566
114.28321881,30.64615387,1012.000000,1207.142156
114.27977883,30.64823401,1012.000000,1257.439745
114.27141764,30.63789585,1012.000000,1465.466387
114.27485743,30.63581593,1012.000000,1515.763977
114.27829708,30.63373592,1012.000000,1566.061567
114.28173658,30.63165582,1012.000000,1616.359157
114.28517593,30.62957562,1012.000000,1666.656746
114.28861513,30.62749534,1012.000000,1716.954336
114.29205419,30.62541496,1012.000000,1767.251926
114.29549310,30.62333450,1012.000000,1817.549516
114.29893186,30.62125394,1012.000000,1867.847106
114.30237047,30.61917330,1012.000000,1918.144695
114.30580894,30.61709256,1012.000000,1968.442285
114.30924726,30.61501173,1012.000000,2018.739875
114.31268543,30.61293082,1012.000000,2069.037465
114.31612346,30.61084981,1012.000000,2119.335055
114.31956133,30.60876871,1012.000000,2169.632645
114.32299906,30.60668752,1012.000000,2219.930234
114.32643664,30.60460624,1012.000000,2270.227824
114.32987408,30.60252487,1012.000000,2320.525414
114.33331136,30.60044341,1012.000000,2370.823004
114.33674850,30.59836186,1012.000000,2421.120594
114.34018550,30.59628022,1012.000000,2471.418183
114.34362234,30.59419849,1012.000000,2521.715773
114.34705904,30.59211666,1012.000000,2572.013363
114.35049559,30.59003475,1012.000000,2622.310953
114.35393199,30.58795275,1012.000000,2672.608543
114.35736825,30.58587066,1012.000000,2722.906132
114.34900428,30.57553740,1012.000000,2930.932774
114.34556821,30.57761928,1012.000000,2981.230364
114.34213199,30.57970106,1012.000000,3031.527954
114.33869562,30.58178275,1012.000000,3081.825544
114.33525910,30.58386436,1012.000000,3132.123134
114.33182244,30.58594587,1012.000000,3182.420723
114.32838563,30.58802729,1012.000000,3232.718313
114.32494867,30.59010862,1012.000000,3283.015903
114.32151156,30.59218987,1012.000000,3333.313493
114.31807431,30.59427102,1012.000000,3383.611083
114.31463691,30.59635208,1012.000000,3433.908672
114.31119936,30.59843305,1012.000000,3484.206262
114.30776167,30.60051393,1012.000000,3534.503852
114.30432383,30.60259472,1012.000000,3584.801442
114.30088584,30.60467542,1012.000000,3635.099032
114.29744770,30.60675602,1012.000000,3685.396621
114.29400942,30.60883654,1012.000000,3735.694211
114.29057099,30.61091697,1012.000000,3785.991801
114.28713241,30.61299731,1012.000000,3836.289391
114.28369368,30.61507755,1012.000000,3886.586981
114.28025481,30.61715771,1012.000000,3936.884571
114.27681579,30.61923777,1012.000000,3987.182160
114.27337662,30.62131775,1012.000000,4037.479750
114.26993730,30.62339763,1012.000000,4087.777340
114.26649784,30.62547742,1012.000000,4138.074930
114.26305823,30.62755712,1012.000000,4188.372520
114.25470060,30.61721783,1012.000000,4396.399161
114.25814003,30.61513835,1012.000000,4446.696751
114.26157931,30.61305878,1012.000000,4496.994341
114.26501844,30.61097911,1012.000000,4547.291931
114.26845743,30.60889936,1012.000000,4597.589521
114.27189626,30.60681951,1012.000000,4647.887111
114.27533495,30.60473957,1012.000000,4698.184700
114.27877350,30.60265955,1012.000000,4748.482290
114.28221189,30.60057943,1012.000000,4798.779880
114.28565014,30.59849922,1012.000000,4849.077470
114.28908824,30.59641892,1012.000000,4899.375060
114.29252620,30.59433853,1012.000000,4949.672649
114.29596400,30.59225805,1012.000000,4999.970239
114.29940166,30.59017748,1012.000000,5050.267829
114.30283918,30.58809682,1012.000000,5100.565419
114.30627654,30.58601607,1012.000000,5150.863009
114.30971376,30.58393523,1012.000000,5201.160598
114.31315083,30.58185429,1012.000000,5251.458188
114.31658775,30.57977327,1012.000000,5301.755778
114.32002453,30.57769216,1012.000000,5352.053368
114.32346116,30.57561095,1012.000000,5402.350958
114.32689764,30.57352966,1012.000000,5452.648548
114.33033397,30.57144828,1012.000000,5502.946137
114.33377016,30.56936680,1012.000000,5553.243727
114.33720620,30.56728524,1012.000000,5603.541317
114.34064209,30.56520358,1012.000000,5653.838907
114.33228169,30.55486919,1012.000000,5861.865549
114.32884598,30.55695063,1012.000000,5912.163138
114.32541012,30.55903198,1012.000000,5962.460728
114.32197411,30.56111323,1012.000000,6012.758318
114.31853796,30.56319440,1012.000000,6063.055908
114.31510166,30.56527547,1012.000000,6113.353498
114.31166521,30.56735646,1012.000000,6163.651087
114.30822862,30.56943735,1012.000000,6213.948677
114.30479188,30.57151816,1012.000000,6264.246267
114.30135499,30.57359887,1012.000000,6314.543857
114.29791795,30.57567949,1012.000000,6364.841447
114.29448077,30.57776003,1012.000000,6415.139037
114.29104344,30.57984047,1012.000000,6465.436626
